"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"ZJI","ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-3,9215","17,0129","53,4425","50,7168","154,0662","517,4629","-"
"ZJB","ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-5,2561","15,4791","49,3738","46,7852","147,0276","499,5940","-"
"IIE","İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","6,2753","14,8906","67,9636","66,2204","145,0292","-","-"
"DDF","DENİZ PORTFÖY DİNAMO SERBEST FON","Serbest Şemsiye Fonu","3,9361","14,5226","57,5448","54,7939","107,4312","383,4049","549,2265"
"NAU","NEO PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,4832","13,3071","40,7825","40,5384","100,1890","-","-"
"HAM","HEDEF PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,3244","14,2739","46,9720","41,1579","87,8920","-","-"
"RTP","RE-PIE PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","1,9947","13,4170","31,1205","28,0863","87,5266","666,0119","-"
"BIH","PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,0860","28,7612","37,7649","31,6311","83,3648","-","-"
"BDS","PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,7663","44,7962","59,2341","55,7011","80,7184","-","-"
"TCA","ZİRAAT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","0,2856","13,5824","39,9641","40,0817","80,0434","317,9123","971,2399"
"TMM","TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,4028","6,1033","53,5187","53,1391","78,6870","-","-"
"RBA","ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,2300","14,0260","44,3658","44,3450","77,6093","288,0791","813,8997"
"NJF","NUROL PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,7830","14,4720","40,6650","40,1797","77,3365","320,0794","-"
"PAF","PARDUS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,6055","9,6297","35,9877","35,1600","74,5043","-","-"
"YKT","YAPI KREDİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2850","12,3064","37,8897","37,7463","74,3191","319,8984","946,5242"
"MKG","AKTİF PORTFÖY ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","1,8262","14,6719","41,6242","40,1241","74,1065","337,3980","1.003,3409"
"FIB","FİBA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2826","13,2925","39,1202","39,0494","73,7128","296,8045","908,4137"
"HBF","HSBC PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,1142","14,8804","43,0181","42,6110","73,6213","295,0100","877,6117"
"TUA","TEB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2595","13,9270","39,8279","38,0085","73,5809","305,5397","920,0727"
"KZL","KUVEYT TÜRK PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,4680","14,7033","42,3183","41,7424","73,3849","339,1446","989,6167"
"OJK","QNB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,0367","13,4945","39,6753","38,7451","72,8257","316,8665","-"
"GGK","INVEO PORTFÖY ALTIN FON","Kıymetli Madenler Şemsiye Fonu","1,3929","12,3550","37,4163","36,3765","72,5640","341,4915","-"
"BDC","AURA PORTFÖY BODRUM SERBEST FON","Serbest Şemsiye Fonu","4,5058","41,3626","46,0379","41,7622","71,7984","514,6573","-"
"TAL","ATLAS PORTFÖY ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","1,0258","13,7116","40,3584","40,1439","71,2418","-","-"
"DBA","DENİZ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2114","12,4755","37,2503","37,9271","71,0508","302,3021","898,0015"
"RJG","RE-PIE PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,3721","13,4681","39,9254","39,3025","70,7033","-","-"
"RPG","ROTA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","0,9245","14,3793","40,7913","40,7624","70,5993","257,2867","-"
"UP1","ÜNLÜ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,1165","11,5988","36,6064","35,2784","70,3473","-","-"
"ICA","ICBC TURKEY PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","0,5352","13,5317","38,9503","37,8397","70,0394","292,2374","868,3779"
"AFO","AK PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2825","13,4058","39,4212","39,8368","69,7964","289,7922","879,3257"
"PKF","ATA PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,3480","13,6399","40,0975","39,2645","68,4869","-","-"
"OGD","OYAK PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,3320","12,8538","37,9130","37,5022","67,8420","286,6759","-"
"BVZ","BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9800","12,5817","25,8544","24,8531","66,9498","-","-"
"HGV","HEDEF PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","9,6283","25,4963","37,5726","37,8813","66,5278","-","-"
"ZCD","ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,7377","9,2806","26,0165","21,1931","66,3292","-","-"
"TTA","İŞ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","2,0118","13,9026","32,2767","36,3133","65,8424","298,7593","901,9491"
"IJB","İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON","Karma Şemsiye Fonu","8,8448","21,2686","35,8062","34,2633","65,6210","249,0209","-"
"GOL","GARANTİ PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,4593","12,7947","37,8995","37,4079","65,5184","-","-"
"GTA","GARANTİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,3741","13,6104","35,6905","38,7645","64,8997","280,7466","860,8377"
"KMF","AZİMUT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,5084","12,2441","38,3549","36,9911","64,2339","-","-"
"FDG","FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,6477","13,5705","28,7448","27,8115","62,3442","-","-"
"KSA","HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0743","12,7450","26,3967","25,0371","62,2542","-","-"
"NJR","NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,8140","13,0323","25,5625","24,1857","62,0363","214,6364","-"
"HVK","HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,0231","12,6947","26,3210","25,0652","61,6258","223,2302","-"
"RPT","ROTA PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8207","12,5338","25,4828","24,1789","61,5688","224,1576","-"
"HEH","HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,2731","12,4545","24,7446","22,9405","61,4693","-","-"
"PPT","ATLAS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0055","12,6337","25,7399","24,4135","60,9222","-","-"
"PPN","NUROL PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9534","12,8702","25,6348","24,3232","60,7970","209,1802","-"
"DCB","DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9659","12,5937","25,7393","24,4267","60,7158","-","-"
"HDA","HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,3352","11,2686","28,3259","26,5994","60,5252","-","-"
"GO6","FONERİA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9922","12,2619","25,4126","24,1031","60,3972","-","-"
"HYV","HEDEF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0010","12,5502","25,4020","24,0746","60,3638","210,1529","-"
"BGP","AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8989","12,5462","25,2436","23,9366","60,2120","201,2706","308,7067"
"RIK","RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,8809","12,7920","32,5574","31,1955","60,1979","-","-"
"NVT","NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0033","12,5994","25,8529","24,5716","60,1769","-","-"
"PRY","PUSULA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1298","13,0081","25,8692","24,5789","60,1590","-","-"
"KIE","TRIVE PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7725","12,2489","25,1684","23,8680","60,1362","-","-"
"IJV","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8394","12,3990","25,1916","23,8397","60,1130","196,4031","-"
"NRG","NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,9302","12,3032","25,1233","23,8289","60,0662","210,9745","-"
"OSD","OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,8458","12,2987","25,4383","24,1405","59,9559","204,3211","352,5599"
"NSK","NEO PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","4,1174","12,4538","25,4428","24,3099","59,9469","231,0061","-"
"PRU","ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1624","13,4765","26,7074","25,4041","59,9074","-","-"
"RPP","ROTA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8756","12,3714","24,9279","23,6419","59,9037","204,9730","-"
"ZBJ","ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9161","12,3675","25,0323","23,7029","59,8306","201,2986","-"
"EIL","QİNVEST PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,9014","12,5332","25,3219","24,0374","59,8280","182,6244","288,2527"
"AC4","PARDUS PORTFÖY PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","3,8909","12,5128","25,3127","23,9960","59,7692","-","-"
"HVT","ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8645","12,4322","25,4577","24,1873","59,7671","-","-"
"OLE","OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,0608","13,1459","25,9289","24,6360","59,7061","194,0129","-"
"PPP","PERFORM PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8917","12,1834","24,8841","23,5872","59,6362","-","-"
"AAL","ATA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7945","12,3036","25,1025","23,8054","59,5292","183,2474","279,0021"
"FSF","FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9107","12,3453","25,1692","23,8889","59,5259","204,1781","316,4953"
"PUC","AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON","Serbest Şemsiye Fonu","3,7984","12,0465","24,8957","23,6187","59,4481","189,6681","277,6466"
"KPP","KARE PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8957","12,2828","24,7615","23,4769","59,4254","-","-"
"GBN","GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON","Serbest Şemsiye Fonu","3,8601","12,2907","25,1365","23,8717","59,3748","203,9289","316,0724"
"IRY","INVEO PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8253","12,0136","24,6703","23,3574","59,3659","-","-"
"TCB","TACİRLER PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8288","12,2874","24,9583","23,6761","59,3446","169,2109","245,6144"
"IOO","İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8620","12,2212","24,7842","23,4831","59,3144","190,7904","-"
"PPZ","AZİMUT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8505","12,2352","24,7721","23,4741","59,3047","207,9035","-"
"NZT","NEO PORTFÖY PARA PİYASASI SERBEST FON","Serbest Şemsiye Fonu","3,9739","12,4535","25,1188","23,8514","59,0704","189,4226","-"
"UP2","ÜNLÜ PORTFÖY ONİKİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,9035","12,2679","24,6626","23,3274","59,0636","-","-"
"FIL","FİBA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8561","12,5674","24,9915","23,7055","59,0487","197,1778","304,6842"
"NVB","NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","3,8718","12,1970","24,7685","23,4841","59,0353","-","-"
"AHU","ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7640","12,0423","25,6645","24,3205","58,9113","218,2192","347,3319"
"DLY","DENİZ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8392","12,3319","24,7196","23,4419","58,8902","190,0190","288,4477"
"UPP","ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8459","12,1661","24,4981","23,2132","58,7397","192,4169","300,1930"
"HSL","HSBC PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8399","12,1687","24,4885","23,2263","58,5961","172,7792","263,2863"
"IDL","AKTİF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9445","11,8061","24,0279","22,7367","58,5686","196,6495","-"
"DGH","ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU","Serbest Şemsiye Fonu","3,8625","12,2876","25,6161","24,3079","58,5010","199,5386","312,7212"
"JET","ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,1223","11,8436","39,2716","40,8381","58,4706","-","-"
"PJL","PHİLLİP PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8411","11,8293","24,4140","23,1332","58,3945","191,8955","-"
"ICE","ICBC TURKEY PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8260","12,0089","24,3992","23,1151","58,3297","185,2794","281,8495"
"IST","İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7802","12,3331","25,2961","23,9586","57,9893","195,0673","304,5483"
"HIM","HEDEF PORTFÖY İKİNCİ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,6403","11,7098","24,4102","22,7629","57,8078","-","-"
"GBL","AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7473","12,2567","24,6771","23,4301","57,7489","199,3388","310,1087"
"DBK","DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7645","11,7927","24,1599","22,8620","57,7345","175,1942","262,3866"
"FSK","QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8643","12,1722","24,2946","23,0484","57,5818","190,6633","286,9113"
"FZP","FİBA PORTFÖY SERBEST FON","Serbest Şemsiye Fonu","3,5411","11,3589","23,2346","21,7322","57,5139","219,8300","-"
"GUB","GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6294","11,5522","23,6763","22,4549","57,4387","-","-"
"OKT","OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7377","11,8989","24,6098","23,3953","57,4254","194,2788","305,9639"
"NJY","NUROL PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","3,8949","11,9888","24,9546","23,6406","57,2946","261,4330","-"
"ZP8","ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9016","11,9420","24,4335","23,1750","57,2159","-","-"
"OPD","OSMANLI PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,7535","11,9171","24,1821","22,9294","57,1278","227,7561","392,8697"
"OKP","OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7262","11,9493","24,0693","22,8194","56,8737","179,8413","277,4162"
"DBZ","DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6165","11,2673","23,7119","22,4528","56,6976","178,1769","273,8648"
"ONN","AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON","Serbest Şemsiye Fonu","4,3089","13,5588","26,3335","24,8886","56,5888","187,7109","296,7634"
"MBL","MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,8130","11,9075","23,8524","22,6635","56,5716","137,5297","198,4163"
"FPI","FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7184","11,8431","24,4175","23,1793","56,5469","-","-"
"NSA","NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,8199","11,8224","24,4854","23,0715","56,3468","-","-"
"KVS","AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0674","13,0043","25,7213","24,5919","56,2722","-","-"
"VMV","VEGA PORTFÖY MAVİ SERBEST FON","Serbest Şemsiye Fonu","3,8081","11,6878","23,6663","22,4306","56,2048","-","-"
"FYO","QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6142","11,4858","23,7084","22,4940","55,8408","177,1249","262,6399"
"GO1","FONERİA PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,5741","12,4020","23,9751","22,4820","55,4905","-","-"
"IAU","PARDUS PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,0789","10,9446","22,6220","21,1710","55,4602","-","-"
"PBR","PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2359","12,0689","25,9289","24,6934","55,3701","-","-"
"ADE","AK PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,6629","12,1440","23,9728","22,7520","55,3486","180,2511","266,2354"
"TBV","İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,6223","11,8924","23,9978","22,7937","55,1571","175,4875","274,4401"
"BBF","PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7739","11,9180","25,3974","23,9508","55,1158","-","-"
"OSL","OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,6337","11,3206","23,0796","21,7726","54,9509","167,7559","267,1140"
"AYR","AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,6334","11,3425","23,6054","22,4019","54,9474","182,6673","280,1177"
"GKH","GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,7703","11,7766","23,8748","22,6844","54,8761","-","-"
"YZC","YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,7733","17,2496","21,6137","22,7915","54,7948","273,9771","-"
"EKF","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,6310","11,0509","23,6792","22,5376","54,7758","243,3886","387,4412"
"TOT","TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,5711","11,2272","22,9712","21,8522","54,4311","165,4648","251,3635"
"KUT","KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU","Katılım Şemsiye Fonu","5,3907","13,0123","36,6705","38,2964","54,2842","271,0270","-"
"IFV","ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,4225","10,6801","21,5031","20,3726","54,2644","186,9931","-"
"KTR","KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6628","11,3400","23,4528","22,2451","54,0579","181,8918","274,7010"
"LID","ALLBATROSS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7294","24,9166","30,3880","29,0141","53,9515","-","-"
"RKV","RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6438","11,1927","23,3260","22,1301","53,9481","-","-"
"PVK","ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,4587","10,5725","22,4149","21,2414","53,8487","177,7801","269,1629"
"IZS","İSTANBUL PORTFÖY ALTINCI SERBEST FON","Serbest Şemsiye Fonu","4,3590","7,5475","10,2158","10,2103","53,7805","215,4504","-"
"TCF","TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,8266","13,0815","22,3475","20,8333","53,7746","-","-"
"FPK","FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,3468","11,5342","22,6371","21,4805","53,5830","166,0047","254,4073"
"FS5","FONERİA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,2598","9,5928","19,5902","18,2480","53,5797","-","-"
"IDY","TEB PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7246","20,4812","27,0191","24,0823","53,2763","230,1712","421,7895"
"KRC","KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,5909","12,1381","22,1617","20,7921","52,8959","198,1090","294,3048"
"ICV","ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","1,8233","10,0271","21,7657","20,3155","52,5663","224,5512","-"
"SPN","AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,2064","11,1037","24,3718","22,5860","52,4092","237,6937","432,6704"
"OTJ","OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,7774","15,5087","36,1120","37,7735","52,2336","217,7384","-"
"KSK","AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,7523","11,1101","22,9657","21,8877","52,1328","-","-"
"GBV","GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,1936","21,9345","21,0892","21,6306","52,0424","405,2001","-"
"MPF","AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,4610","10,8034","22,2899","21,1864","52,0073","162,5329","251,8529"
"KSV","KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,4274","10,4590","21,8397","20,7020","51,9575","176,4149","264,2787"
"MPK","AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5572","10,7045","23,7595","22,0116","51,9535","185,1089","307,7540"
"HPT","HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,5718","11,5112","21,1161","19,9196","51,8163","156,6299","234,8984"
"YBS","YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4302","10,8439","23,1495","21,3520","51,7627","173,8175","276,3608"
"VFK","ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5212","10,7702","22,2175","21,1090","51,6148","166,4648","-"
"AC1","PARDUS PORTFÖY KISA VADELİ KATILIM SERBEST FONU","Serbest Şemsiye Fonu","3,3968","10,7266","22,8348","21,6375","51,5201","-","-"
"RBT","ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU","Katılım Şemsiye Fonu","3,5155","10,6700","21,9191","20,8261","50,6586","156,6186","229,7773"
"VNK","VEGA PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,7257","12,8969","24,2974","22,5588","50,5013","-","-"
"GYK","INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,8148","11,5829","21,9042","20,4861","50,4463","189,7136","297,6513"
"IV8","INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,2379","9,8346","20,7802","19,7441","50,1792","-","-"
"KLU","KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,4045","10,3013","21,3127","20,1542","50,1767","161,2587","-"
